time(s):3000

task_number:90

edge_number:10

limit:10

task information:
req_u2e_size:270000
process_loading:1080000
req_e2u_size:96

Episode:  0 Reward: 191893###  r_var: 1.00 b_var: 1.00 
Episode:237 Reward: 200049###  r_var: 0.35 b_var: 0.35 
Episode:238 Reward: 198392###  r_var: 0.35 b_var: 0.35 
Episode:239 Reward: 199394###  r_var: 0.35 b_var: 0.35 
Episode:240 Reward: 198890###  r_var: 0.35 b_var: 0.35 
Episode:241 Reward: 199284###  r_var: 0.35 b_var: 0.35 
Episode:242 Reward: 199214###  r_var: 0.35 b_var: 0.35 
Episode:243 Reward: 199751###  r_var: 0.35 b_var: 0.35 
Episode:244 Reward: 199337###  r_var: 0.35 b_var: 0.35 
Episode:245 Reward: 200034###  r_var: 0.35 b_var: 0.35 
Episode:246 Reward: 199995###  r_var: 0.34 b_var: 0.34 
Episode:247 Reward: 199706###  r_var: 0.34 b_var: 0.34 
Episode:248 Reward: 200047###  r_var: 0.34 b_var: 0.34 
Episode:249 Reward: 199894###  r_var: 0.34 b_var: 0.34 
Episode:250 Reward: 200361###  r_var: 0.34 b_var: 0.34 
Episode:251 Reward: 198684###  r_var: 0.33 b_var: 0.33 
Episode:252 Reward: 200333###  r_var: 0.33 b_var: 0.33 
Episode:253 Reward: 199562###  r_var: 0.33 b_var: 0.33 
Episode:254 Reward: 200452###  r_var: 0.33 b_var: 0.33 
Episode:255 Reward: 199959###  r_var: 0.33 b_var: 0.33 
Episode:256 Reward: 199530###  r_var: 0.32 b_var: 0.32 
Episode:257 Reward: 200800###  r_var: 0.32 b_var: 0.32 
Episode:258 Reward: 200260###  r_var: 0.32 b_var: 0.32 
Episode:259 Reward: 200894###  r_var: 0.32 b_var: 0.32 
Episode:260 Reward: 199774###  r_var: 0.32 b_var: 0.32 
Episode:261 Reward: 200106###  r_var: 0.31 b_var: 0.31 
Episode:262 Reward: 200602###  r_var: 0.31 b_var: 0.31 
Episode:263 Reward: 199906###  r_var: 0.31 b_var: 0.31 
Episode:264 Reward: 199868###  r_var: 0.31 b_var: 0.31 
Episode:265 Reward: 200287###  r_var: 0.31 b_var: 0.31 
Episode:266 Reward: 201058###  r_var: 0.31 b_var: 0.31 
Episode:267 Reward: 200735###  r_var: 0.31 b_var: 0.31 
Episode:268 Reward: 199803###  r_var: 0.30 b_var: 0.30 
Episode:269 Reward: 200822###  r_var: 0.30 b_var: 0.30 
Episode:270 Reward: 200911###  r_var: 0.30 b_var: 0.30 
Episode:271 Reward: 200223###  r_var: 0.30 b_var: 0.30 
Episode:272 Reward: 200817###  r_var: 0.30 b_var: 0.30 
Episode:273 Reward: 200615###  r_var: 0.29 b_var: 0.29 
Episode:274 Reward: 201424###  r_var: 0.29 b_var: 0.29 
